"TIME","GEO","DAIRYPROD","MILKITEM","Value","Flag and Footnotes"
"2009","Turkey","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2010","European Union - 27 countries (from 2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2010","European Union - 27 countries (from 2020)","Fresh products","Fat content (t)",":",""
"2010","European Union - 27 countries (from 2020)","Fresh products","Protein content (t)",":",""
"2010","European Union - 27 countries (from 2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2010","European Union - 27 countries (from 2020)","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","European Union - 27 countries (from 2020)","Manufactured products","Products obtained (1 000 t)",":",""
"2010","European Union - 27 countries (from 2020)","Manufactured products","Fat content (t)",":",""
"2010","European Union - 27 countries (from 2020)","Manufactured products","Protein content (t)",":",""
"2010","European Union - 27 countries (from 2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","European Union - 27 countries (from 2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2010","European Union - 28 countries (2013-2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2010","European Union - 28 countries (2013-2020)","Fresh products","Fat content (t)",":",""
"2010","European Union - 28 countries (2013-2020)","Fresh products","Protein content (t)",":",""
"2010","European Union - 28 countries (2013-2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2010","European Union - 28 countries (2013-2020)","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","European Union - 28 countries (2013-2020)","Manufactured products","Products obtained (1 000 t)",":",""
"2010","European Union - 28 countries (2013-2020)","Manufactured products","Fat content (t)",":",""
"2010","European Union - 28 countries (2013-2020)","Manufactured products","Protein content (t)",":",""
"2010","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2010","Belgium","Fresh products","Products obtained (1 000 t)","1 422.40",""
"2010","Belgium","Fresh products","Fat content (t)","64 481.12",""
"2010","Belgium","Fresh products","Protein content (t)",":",""
"2010","Belgium","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-250.52",""
"2010","Belgium","Fresh products","Utilization of whole milk (1 000 t)","1 574.62",""
"2010","Belgium","Manufactured products","Products obtained (1 000 t)",":","c"
"2010","Belgium","Manufactured products","Fat content (t)","104 917.98",""
"2010","Belgium","Manufactured products","Protein content (t)",":",""
"2010","Belgium","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-505.26",""
"2010","Belgium","Manufactured products","Utilization of whole milk (1 000 t)","2 558.58",""
"2010","Bulgaria","Fresh products","Products obtained (1 000 t)","224.95",""
"2010","Bulgaria","Fresh products","Fat content (t)","6 324.31",""
"2010","Bulgaria","Fresh products","Protein content (t)",":",""
"2010","Bulgaria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","22.65",""
"2010","Bulgaria","Fresh products","Utilization of whole milk (1 000 t)","172.60",""
"2010","Bulgaria","Manufactured products","Products obtained (1 000 t)",":","c"
"2010","Bulgaria","Manufactured products","Fat content (t)","16 195.00",""
"2010","Bulgaria","Manufactured products","Protein content (t)",":",""
"2010","Bulgaria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","14.84",""
"2010","Bulgaria","Manufactured products","Utilization of whole milk (1 000 t)","442.36",""
"2010","Czechia","Fresh products","Products obtained (1 000 t)",":","c"
"2010","Czechia","Fresh products","Fat content (t)","30 434.00",""
"2010","Czechia","Fresh products","Protein content (t)",":",""
"2010","Czechia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2010","Czechia","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2010","Czechia","Manufactured products","Products obtained (1 000 t)",":","c"
"2010","Czechia","Manufactured products","Fat content (t)","47 047.00",""
"2010","Czechia","Manufactured products","Protein content (t)",":",""
"2010","Czechia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1.56",""
"2010","Czechia","Manufactured products","Utilization of whole milk (1 000 t)","1 240.69",""
"2010","Denmark","Fresh products","Products obtained (1 000 t)","774.10",""
"2010","Denmark","Fresh products","Fat content (t)","28 620.10",""
"2010","Denmark","Fresh products","Protein content (t)",":",""
"2010","Denmark","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","834.00",""
"2010","Denmark","Fresh products","Utilization of whole milk (1 000 t)","665.30",""
"2010","Denmark","Manufactured products","Products obtained (1 000 t)","2 543.70",""
"2010","Denmark","Manufactured products","Fat content (t)","185 948.90",""
"2010","Denmark","Manufactured products","Protein content (t)",":",""
"2010","Denmark","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-157.50",""
"2010","Denmark","Manufactured products","Utilization of whole milk (1 000 t)","4 322.40",""
"2010","Germany (until 1990 former territory of the FRG)","Fresh products","Products obtained (1 000 t)","8 983.63",""
"2010","Germany (until 1990 former territory of the FRG)","Fresh products","Fat content (t)","399 447.33",""
"2010","Germany (until 1990 former territory of the FRG)","Fresh products","Protein content (t)",":",""
"2010","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-965.92",""
"2010","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of whole milk (1 000 t)","9 388.79",""
"2010","Germany (until 1990 former territory of the FRG)","Manufactured products","Products obtained (1 000 t)","15 679.03",""
"2010","Germany (until 1990 former territory of the FRG)","Manufactured products","Fat content (t)","888 326.61",""
"2010","Germany (until 1990 former territory of the FRG)","Manufactured products","Protein content (t)",":",""
"2010","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-115.17",""
"2010","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of whole milk (1 000 t)","19 726.45",""
"2010","Estonia","Fresh products","Products obtained (1 000 t)",":","c"
"2010","Estonia","Fresh products","Fat content (t)","10 695.00",""
"2010","Estonia","Fresh products","Protein content (t)",":",""
"2010","Estonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-94.80",""
"2010","Estonia","Fresh products","Utilization of whole milk (1 000 t)","256.70",""
"2010","Estonia","Manufactured products","Products obtained (1 000 t)","417.90",""
"2010","Estonia","Manufactured products","Fat content (t)","11 564.00",""
"2010","Estonia","Manufactured products","Protein content (t)",":",""
"2010","Estonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","97.20",""
"2010","Estonia","Manufactured products","Utilization of whole milk (1 000 t)","237.00",""
"2010","Ireland","Fresh products","Products obtained (1 000 t)","542.74",""
"2010","Ireland","Fresh products","Fat content (t)",":",""
"2010","Ireland","Fresh products","Protein content (t)",":",""
"2010","Ireland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","15.20",""
"2010","Ireland","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","Ireland","Manufactured products","Products obtained (1 000 t)","292.22",""
"2010","Ireland","Manufactured products","Fat content (t)",":",""
"2010","Ireland","Manufactured products","Protein content (t)",":",""
"2010","Ireland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2010","Ireland","Manufactured products","Utilization of whole milk (1 000 t)","86.83",""
"2010","Greece","Fresh products","Products obtained (1 000 t)","221.50",""
"2010","Greece","Fresh products","Fat content (t)",":",""
"2010","Greece","Fresh products","Protein content (t)",":",""
"2010","Greece","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","45.70",""
"2010","Greece","Fresh products","Utilization of whole milk (1 000 t)","22.70",""
"2010","Greece","Manufactured products","Products obtained (1 000 t)","230.30",""
"2010","Greece","Manufactured products","Fat content (t)","59 384.00",""
"2010","Greece","Manufactured products","Protein content (t)",":",""
"2010","Greece","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Greece","Manufactured products","Utilization of whole milk (1 000 t)","1 094.30",""
"2010","Spain","Fresh products","Products obtained (1 000 t)","4 982.50",""
"2010","Spain","Fresh products","Fat content (t)",":",""
"2010","Spain","Fresh products","Protein content (t)",":",""
"2010","Spain","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","323.10",""
"2010","Spain","Fresh products","Utilization of whole milk (1 000 t)","216.40",""
"2010","Spain","Manufactured products","Products obtained (1 000 t)",":","c"
"2010","Spain","Manufactured products","Fat content (t)","122 737.00",""
"2010","Spain","Manufactured products","Protein content (t)",":",""
"2010","Spain","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-690.20",""
"2010","Spain","Manufactured products","Utilization of whole milk (1 000 t)","2 864.70",""
"2010","France","Fresh products","Products obtained (1 000 t)","6 465.02",""
"2010","France","Fresh products","Fat content (t)",":",""
"2010","France","Fresh products","Protein content (t)",":",""
"2010","France","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","125.03",""
"2010","France","Fresh products","Utilization of whole milk (1 000 t)","463.51",""
"2010","France","Manufactured products","Products obtained (1 000 t)","3 579.61",""
"2010","France","Manufactured products","Fat content (t)","775 157.54",""
"2010","France","Manufactured products","Protein content (t)",":",""
"2010","France","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-805.36",""
"2010","France","Manufactured products","Utilization of whole milk (1 000 t)","19 211.53",""
"2010","Croatia","Fresh products","Products obtained (1 000 t)","467.20",""
"2010","Croatia","Fresh products","Fat content (t)","17 924.68",""
"2010","Croatia","Fresh products","Protein content (t)",":",""
"2010","Croatia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-27.01",""
"2010","Croatia","Fresh products","Utilization of whole milk (1 000 t)","522.62",""
"2010","Croatia","Manufactured products","Products obtained (1 000 t)",":","c"
"2010","Croatia","Manufactured products","Fat content (t)","0.00",""
"2010","Croatia","Manufactured products","Protein content (t)",":",""
"2010","Croatia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2010","Croatia","Manufactured products","Utilization of whole milk (1 000 t)","0.00",""
"2010","Italy","Fresh products","Products obtained (1 000 t)","3 170.34",""
"2010","Italy","Fresh products","Fat content (t)","117 138.20",""
"2010","Italy","Fresh products","Protein content (t)",":",""
"2010","Italy","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","196.41",""
"2010","Italy","Fresh products","Utilization of whole milk (1 000 t)","3 148.87",""
"2010","Italy","Manufactured products","Products obtained (1 000 t)",":",""
"2010","Italy","Manufactured products","Fat content (t)","390 276.34",""
"2010","Italy","Manufactured products","Protein content (t)",":",""
"2010","Italy","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 886.62",""
"2010","Italy","Manufactured products","Utilization of whole milk (1 000 t)","11 739.30",""
"2010","Cyprus","Fresh products","Products obtained (1 000 t)","91.24",""
"2010","Cyprus","Fresh products","Fat content (t)","4 573.45",""
"2010","Cyprus","Fresh products","Protein content (t)",":",""
"2010","Cyprus","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2010","Cyprus","Fresh products","Utilization of whole milk (1 000 t)","88.81",""
"2010","Cyprus","Manufactured products","Products obtained (1 000 t)","35.96",""
"2010","Cyprus","Manufactured products","Fat content (t)","548.86",""
"2010","Cyprus","Manufactured products","Protein content (t)",":",""
"2010","Cyprus","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2010","Cyprus","Manufactured products","Utilization of whole milk (1 000 t)","96.08",""
"2010","Latvia","Fresh products","Products obtained (1 000 t)",":","c"
