Name,Type,code,food,Amount per day
Burgen en Horsten,Buurt,BU05182569,150101. Tomato sauces,41667.9
Wijk 26 Bezuidenhout,Wijk,WK051826,150101. Tomato sauces,112584
Bezuidenhout-West,Buurt,BU05182664,150101. Tomato sauces,23757.9
Bezuidenhout-Midden,Buurt,BU05182665,150101. Tomato sauces,28631
Bezuidenhout-Oost,Buurt,BU05182666,150101. Tomato sauces,60034.8
Wijk 27 Stationsbuurt,Wijk,WK051827,150101. Tomato sauces,84403.8
Huygenspark,Buurt,BU05182718,150101. Tomato sauces,53323.2
Rivierenbuurt-Zuid,Buurt,BU05182762,150101. Tomato sauces,5796.2
Rivierenbuurt-Noord,Buurt,BU05182763,150101. Tomato sauces,25177.3
Wijk 28 Centrum,Wijk,WK051828,150101. Tomato sauces,133545.2
Kortenbos,Buurt,BU05182811,150101. Tomato sauces,49068.5
Voorhout,Buurt,BU05182812,150101. Tomato sauces,16061.7
Uilebomen,Buurt,BU05182813,150101. Tomato sauces,21573.8
Zuidwal,Buurt,BU05182814,150101. Tomato sauces,46660.3
Wijk 29 Schildersbuurt,Wijk,WK051829,150101. Tomato sauces,204686.5
Schildersbuurt-West,Buurt,BU05182915,150101. Tomato sauces,92393.4
Schildersbuurt-Noord,Buurt,BU05182916,150101. Tomato sauces,65054.4
Schildersbuurt-Oost,Buurt,BU05182917,150101. Tomato sauces,47151.8
Wijk 30 Transvaalkwartier,Wijk,WK051830,150101. Tomato sauces,108190.3
Transvaalkwartier-Noord,Buurt,BU05183032,150101. Tomato sauces,26057.5
Transvaalkwartier-Midden,Buurt,BU05183033,150101. Tomato sauces,33395.1
Transvaalkwartier-Zuid,Buurt,BU05183034,150101. Tomato sauces,48600.4
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,150101. Tomato sauces,125529.6
Rustenburg,Buurt,BU05183130,150101. Tomato sauces,41010.7
Oostbroek-Noord,Buurt,BU05183131,150101. Tomato sauces,30258.5
Oostbroek-Zuid,Buurt,BU05183135,150101. Tomato sauces,54162
Wijk 32 Leyenburg,Wijk,WK051832,150101. Tomato sauces,99928.8
Leyenburg,Buurt,BU05183284,150101. Tomato sauces,99928.8
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,150101. Tomato sauces,189483.7
"Venen, Oorden en Raden",Buurt,BU05183387,150101. Tomato sauces,56955.6
"Zijden, Steden en Zichten",Buurt,BU05183396,150101. Tomato sauces,52063.9
Dreven en Gaarden,Buurt,BU05183398,150101. Tomato sauces,71392
De Uithof,Buurt,BU05183399,150101. Tomato sauces,8840.2
Wijk 34 Morgenstond,Wijk,WK051834,150101. Tomato sauces,126413.6
Morgenstond-Zuid,Buurt,BU05183480,150101. Tomato sauces,39676.7
Morgenstond-West,Buurt,BU05183488,150101. Tomato sauces,49285.9
Morgenstond-Oost,Buurt,BU05183489,150101. Tomato sauces,37301.5
Wijk 35 Zuiderpark,Wijk,WK051835,150101. Tomato sauces,949.3
Zuiderpark,Buurt,BU05183536,150101. Tomato sauces,949.3
Wijk 36 Moerwijk,Wijk,WK051836,150101. Tomato sauces,141827.1
Moerwijk-Oost,Buurt,BU05183620,150101. Tomato sauces,22067.6
Moerwijk-West,Buurt,BU05183637,150101. Tomato sauces,41703.2
Moerwijk-Noord,Buurt,BU05183638,150101. Tomato sauces,46804.7
Moerwijk-Zuid,Buurt,BU05183639,150101. Tomato sauces,31087.7
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,150101. Tomato sauces,35801.9
Groente- en Fruitmarkt,Buurt,BU05183721,150101. Tomato sauces,35801.9
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,150101. Tomato sauces,280292.2
Laakhaven-Oost,Buurt,BU05183819,150101. Tomato sauces,26877.7
Laakhaven-West,Buurt,BU05183822,150101. Tomato sauces,36972.9
Spoorwijk,Buurt,BU05183823,150101. Tomato sauces,29070.8
Laakkwartier-West,Buurt,BU05183824,150101. Tomato sauces,54749.1
Laakkwartier-Oost,Buurt,BU05183825,150101. Tomato sauces,75872.6
Noordpolderbuurt,Buurt,BU05183826,150101. Tomato sauces,56385.5
Wijk 39 Binckhorst,Wijk,WK051839,150101. Tomato sauces,13524
Binckhorst,Buurt,BU05183960,150101. Tomato sauces,13524
Wijk 40 Wateringse Veld,Wijk,WK051840,150101. Tomato sauces,148997.2
Erasmus Veld,Buurt,BU05184001,150101. Tomato sauces,14305.3
Hoge Veld,Buurt,BU05184002,150101. Tomato sauces,58743.3
Parkbuurt oosteinde,Buurt,BU05184003,150101. Tomato sauces,23575.7
Lage Veld,Buurt,BU05184004,150101. Tomato sauces,28783.9
Zonne Veld,Buurt,BU05184005,150101. Tomato sauces,23246.9
Wijk 41 Hoornwijk,Wijk,WK051841,150101. Tomato sauces,2018.8
Vlietzoom-West,Buurt,BU05184106,150101. Tomato sauces,1083.7
De Reef,Buurt,BU05184110,150101. Tomato sauces,860.3
Wijk 42 Ypenburg,Wijk,WK051842,150101. Tomato sauces,182718.1
Bosweide,Buurt,BU05184208,150101. Tomato sauces,13758.5
De Venen,Buurt,BU05184211,150101. Tomato sauces,11821.3
Morgenweide,Buurt,BU05184212,150101. Tomato sauces,47891.7
Singels,Buurt,BU05184213,150101. Tomato sauces,37530.3
Waterbuurt,Buurt,BU05184214,150101. Tomato sauces,32040.2
De Bras,Buurt,BU05184215,150101. Tomato sauces,39310.6
Wijk 43 Forepark,Wijk,WK051843,150101. Tomato sauces,769.2
Vlietzoom-Oost,Buurt,BU05184316,150101. Tomato sauces,633
De Rivieren,Buurt,BU05184317,150101. Tomato sauces,105.4
Wijk 44 Leidschenveen,Wijk,WK051844,150101. Tomato sauces,140918.5
De Lanen,Buurt,BU05184418,150101. Tomato sauces,35827.6
De Velden,Buurt,BU05184419,150101. Tomato sauces,28623.6
De Vissen,Buurt,BU05184420,150101. Tomato sauces,57496.1
Rietbuurt,Buurt,BU05184421,150101. Tomato sauces,18772.4
Wijk 02 Belgisch Park,Wijk,WK051802,150102. Dressings,63046.9
Belgisch Park,Buurt,BU05180271,150102. Dressings,63046.9
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,150102. Dressings,14513.2
Westbroekpark,Buurt,BU05180373,150102. Dressings,6526.8
Duttendel,Buurt,BU05180374,150102. Dressings,7923.4
Wijk 04 Benoordenhout,Wijk,WK051804,150102. Dressings,98673.5
Nassaubuurt,Buurt,BU05180448,150102. Dressings,11618.7
Uilennest,Buurt,BU05180475,150102. Dressings,15270.1
Duinzigt,Buurt,BU05180476,150102. Dressings,18251.4
Waalsdorp,Buurt,BU05180477,150102. Dressings,27070.5
Arendsdorp,Buurt,BU05180478,150102. Dressings,9308.8
Van Hoytemastraat en omgeving,Buurt,BU05180479,150102. Dressings,16789.3
Wijk 05 Archipelbuurt,Wijk,WK051805,150102. Dressings,44793.4
Archipelbuurt,Buurt,BU05180546,150102. Dressings,44793.4
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,150102. Dressings,5476.9
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,150102. Dressings,5476.9
Wijk 07 Scheveningen,Wijk,WK051807,150102. Dressings,136794.2
Oud Scheveningen,Buurt,BU05180701,150102. Dressings,23161.5
Vissershaven,Buurt,BU05180702,150102. Dressings,27879.9
Scheveningen Badplaats,Buurt,BU05180703,150102. Dressings,42568.3
Visserijbuurt,Buurt,BU05180704,150102. Dressings,30264.5
Rijslag,Buurt,BU05180772,150102. Dressings,12647.5
Wijk 08 Duindorp,Wijk,WK051808,150102. Dressings,48135.3
Duindorp,Buurt,BU05180800,150102. Dressings,48135.3
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,150102. Dressings,103305.2
Statenkwartier,Buurt,BU05180907,150102. Dressings,70816.6
Geuzenkwartier,Buurt,BU05180908,150102. Dressings,32461.8
Wijk 10 Zorgvliet,Wijk,WK051810,150102. Dressings,3976.7
Zorgvliet,Buurt,BU05181041,150102. Dressings,3976.7
Wijk 11 Duinoord,Wijk,WK051811,150102. Dressings,55798.2
Stadhoudersplantsoen,Buurt,BU05181142,150102. Dressings,14081.6
Sweelinckplein en omgeving,Buurt,BU05181143,150102. Dressings,41677.2
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,150102. Dressings,112368.1
Bloemenbuurt-West,Buurt,BU05181250,150102. Dressings,17885.6
Bloemenbuurt-Oost,Buurt,BU05181251,150102. Dressings,49429.6
Bomenbuurt,Buurt,BU05181252,150102. Dressings,44940.2
Wijk 13 Vogelwijk,Wijk,WK051813,150102. Dressings,39496.4
Vogelwijk,Buurt,BU05181309,150102. Dressings,39496.4
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,150102. Dressings,37832.9
Bosjes van Pex,Buurt,BU05181481,150102. Dressings,3045.9
Bohemen en Meer en Bos,Buurt,BU05181492,150102. Dressings,34731.3
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,150102. Dressings,18245.2
Ockenburgh,Buurt,BU05181590,150102. Dressings,6069.2
Kijkduin,Buurt,BU05181591,150102. Dressings,12041.2
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,150102. Dressings,46273
Kraayenstein,Buurt,BU05181697,150102. Dressings,46273
Wijk 17 Loosduinen,Wijk,WK051817,150102. Dressings,143187.8
Kerketuinen en Zichtenburg,Buurt,BU05181785,150102. Dressings,437.7
Houtwijk,Buurt,BU05181786,150102. Dressings,102595.7
Kom Loosduinen,Buurt,BU05181795,150102. Dressings,40040
Wijk 18 Waldeck,Wijk,WK051818,150102. Dressings,137512.6
Waldeck-Zuid,Buurt,BU05181806,150102. Dressings,16247.7
Nieuw Waldeck,Buurt,BU05181840,150102. Dressings,57326.5
Rosenburg,Buurt,BU05181882,150102. Dressings,23498.6
Componistenbuurt,Buurt,BU05181893,150102. Dressings,14646
Waldeck-Noord,Buurt,BU05181894,150102. Dressings,25477.3
Wijk 19 Vruchtenbuurt,Wijk,WK051819,150102. Dressings,74529
Vruchtenbuurt,Buurt,BU05181953,150102. Dressings,54295.8
Eykenduinen,Buurt,BU05181983,150102. Dressings,20152.5
Wijk 20 Valkenboskwartier,Wijk,WK051820,150102. Dressings,142890.6
Heesterbuurt,Buurt,BU05182054,150102. Dressings,53088.4
Valkenboskwartier,Buurt,BU05182055,150102. Dressings,89802.2
Wijk 21 Regentessekwartier,Wijk,WK051821,150102. Dressings,103661
Rond de Energiecentrale,Buurt,BU05182110,150102. Dressings,45685.1
Koningsplein en omgeving,Buurt,BU05182144,150102. Dressings,57941.6
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,150102. Dressings,90928.1
Zeeheldenkwartier,Buurt,BU05182245,150102. Dressings,90928.1
Wijk 23 Willemspark,Wijk,WK051823,150102. Dressings,11364.8
Willemspark,Buurt,BU05182347,150102. Dressings,11364.8
Wijk 24 Haagse Bos,Wijk,WK051824,150102. Dressings,3441.1
Haagse Bos,Buurt,BU05182449,150102. Dressings,3441.1
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,150102. Dressings,116631.4
Landen,Buurt,BU05182561,150102. Dressings,40757.3
Kampen,Buurt,BU05182567,150102. Dressings,19497.9
Marlot,Buurt,BU05182568,150102. Dressings,6215.5
Burgen en Horsten,Buurt,BU05182569,150102. Dressings,49843.1
Wijk 26 Bezuidenhout,Wijk,WK051826,150102. Dressings,126552.7
Bezuidenhout-West,Buurt,BU05182664,150102. Dressings,26414.7
Bezuidenhout-Midden,Buurt,BU05182665,150102. Dressings,31882.3
Bezuidenhout-Oost,Buurt,BU05182666,150102. Dressings,68056.4
Wijk 27 Stationsbuurt,Wijk,WK051827,150102. Dressings,98348.1
Huygenspark,Buurt,BU05182718,150102. Dressings,62073.7
Rivierenbuurt-Zuid,Buurt,BU05182762,150102. Dressings,6837.9
Rivierenbuurt-Noord,Buurt,BU05182763,150102. Dressings,29315.6
Wijk 28 Centrum,Wijk,WK051828,150102. Dressings,155008.8
Kortenbos,Buurt,BU05182811,150102. Dressings,56855.9
Voorhout,Buurt,BU05182812,150102. Dressings,18741.9
Uilebomen,Buurt,BU05182813,150102. Dressings,24946.6
Zuidwal,Buurt,BU05182814,150102. Dressings,54262
Wijk 29 Schildersbuurt,Wijk,WK051829,150102. Dressings,252079.8
Schildersbuurt-West,Buurt,BU05182915,150102. Dressings,113719.8
Schildersbuurt-Noord,Buurt,BU05182916,150102. Dressings,80257.3
Schildersbuurt-Oost,Buurt,BU05182917,150102. Dressings,57996.3
Wijk 30 Transvaalkwartier,Wijk,WK051830,150102. Dressings,132930.6
Transvaalkwartier-Noord,Buurt,BU05183032,150102. Dressings,32456.7
Transvaalkwartier-Midden,Buurt,BU05183033,150102. Dressings,40873.3
Transvaalkwartier-Zuid,Buurt,BU05183034,150102. Dressings,59453
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,150102. Dressings,151405.9
Rustenburg,Buurt,BU05183130,150102. Dressings,49685.1
Oostbroek-Noord,Buurt,BU05183131,150102. Dressings,36559.7
Oostbroek-Zuid,Buurt,BU05183135,150102. Dressings,65042.7
Wijk 32 Leyenburg,Wijk,WK051832,150102. Dressings,120726.8
Leyenburg,Buurt,BU05183284,150102. Dressings,120726.8
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,150102. Dressings,231961.3
"Venen, Oorden en Raden",Buurt,BU05183387,150102. Dressings,69359.6
"Zijden, Steden en Zichten",Buurt,BU05183396,150102. Dressings,63603.6
Dreven en Gaarden,Buurt,BU05183398,150102. Dressings,87412.9
De Uithof,Buurt,BU05183399,150102. Dressings,11322.5
Wijk 34 Morgenstond,Wijk,WK051834,150102. Dressings,153421.9
Morgenstond-Zuid,Buurt,BU05183480,150102. Dressings,48094.3
Morgenstond-West,Buurt,BU05183488,150102. Dressings,59797.7
Morgenstond-Oost,Buurt,BU05183489,150102. Dressings,45356.9
Wijk 35 Zuiderpark,Wijk,WK051835,150102. Dressings,1213.6
Zuiderpark,Buurt,BU05183536,150102. Dressings,1213.6
Wijk 36 Moerwijk,Wijk,WK051836,150102. Dressings,171602.4
Moerwijk-Oost,Buurt,BU05183620,150102. Dressings,26682
Moerwijk-West,Buurt,BU05183637,150102. Dressings,50648.2
Moerwijk-Noord,Buurt,BU05183638,150102. Dressings,56817.1
Moerwijk-Zuid,Buurt,BU05183639,150102. Dressings,37292.5
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,150102. Dressings,43309
Groente- en Fruitmarkt,Buurt,BU05183721,150102. Dressings,43309
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,150102. Dressings,338481.5
Laakhaven-Oost,Buurt,BU05183819,150102. Dressings,32810
Laakhaven-West,Buurt,BU05183822,150102. Dressings,44702.4
Spoorwijk,Buurt,BU05183823,150102. Dressings,34810.7
Laakkwartier-West,Buurt,BU05183824,150102. Dressings,65976.5
Laakkwartier-Oost,Buurt,BU05183825,150102. Dressings,91848.2
Noordpolderbuurt,Buurt,BU05183826,150102. Dressings,67866.2
Wijk 39 Binckhorst,Wijk,WK051839,150102. Dressings,16350.1
Binckhorst,Buurt,BU05183960,150102. Dressings,16350.1
Wijk 40 Wateringse Veld,Wijk,WK051840,150102. Dressings,171899.8
Erasmus Veld,Buurt,BU05184001,150102. Dressings,16968.6
Hoge Veld,Buurt,BU05184002,150102. Dressings,66702.4
Parkbuurt oosteinde,Buurt,BU05184003,150102. Dressings,27342.6
Lage Veld,Buurt,BU05184004,150102. Dressings,33713.9
Zonne Veld,Buurt,BU05184005,150102. Dressings,26779.3
Wijk 41 Hoornwijk,Wijk,WK051841,150102. Dressings,2296.4
Vlietzoom-West,Buurt,BU05184106,150102. Dressings,1271
De Reef,Buurt,BU05184110,150102. Dressings,936.7
Wijk 42 Ypenburg,Wijk,WK051842,150102. Dressings,208597.9
Bosweide,Buurt,BU05184208,150102. Dressings,15691.1
De Venen,Buurt,BU05184211,150102. Dressings,13444.8
Morgenweide,Buurt,BU05184212,150102. Dressings,54807.3
Singels,Buurt,BU05184213,150102. Dressings,43285.8
Waterbuurt,Buurt,BU05184214,150102. Dressings,36695
De Bras,Buurt,BU05184215,150102. Dressings,44254.7
Wijk 43 Forepark,Wijk,WK051843,150102. Dressings,924.1
Vlietzoom-Oost,Buurt,BU05184316,150102. Dressings,769.9
De Rivieren,Buurt,BU05184317,150102. Dressings,134.8
Wijk 44 Leidschenveen,Wijk,WK051844,150102. Dressings,159609.7
De Lanen,Buurt,BU05184418,150102. Dressings,39939.4
De Velden,Buurt,BU05184419,150102. Dressings,32734.1
De Vissen,Buurt,BU05184420,150102. Dressings,65970.4
Rietbuurt,Buurt,BU05184421,150102. Dressings,20762.4
Wijk 02 Belgisch Park,Wijk,WK051802,150103. Mayonnaise based spreads,36552.8
Belgisch Park,Buurt,BU05180271,150103. Mayonnaise based spreads,36552.8
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,150103. Mayonnaise based spreads,8725
Westbroekpark,Buurt,BU05180373,150103. Mayonnaise based spreads,3953.3
Duttendel,Buurt,BU05180374,150103. Mayonnaise based spreads,4739.5
Wijk 04 Benoordenhout,Wijk,WK051804,150103. Mayonnaise based spreads,58094.3
Nassaubuurt,Buurt,BU05180448,150103. Mayonnaise based spreads,6813.8
Uilennest,Buurt,BU05180475,150103. Mayonnaise based spreads,9233.4
Duinzigt,Buurt,BU05180476,150103. Mayonnaise based spreads,11265
Waalsdorp,Buurt,BU05180477,150103. Mayonnaise based spreads,15483.4
Arendsdorp,Buurt,BU05180478,150103. Mayonnaise based spreads,5416.8
Van Hoytemastraat en omgeving,Buurt,BU05180479,150103. Mayonnaise based spreads,9638.5
Wijk 05 Archipelbuurt,Wijk,WK051805,150103. Mayonnaise based spreads,26967.2
Archipelbuurt,Buurt,BU05180546,150103. Mayonnaise based spreads,26967.2
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,150103. Mayonnaise based spreads,3294.8
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,150103. Mayonnaise based spreads,3294.8
Wijk 07 Scheveningen,Wijk,WK051807,150103. Mayonnaise based spreads,78381.5
Oud Scheveningen,Buurt,BU05180701,150103. Mayonnaise based spreads,13416.4
Vissershaven,Buurt,BU05180702,150103. Mayonnaise based spreads,15845.4
Scheveningen Badplaats,Buurt,BU05180703,150103. Mayonnaise based spreads,24473.1
Visserijbuurt,Buurt,BU05180704,150103. Mayonnaise based spreads,17255
Rijslag,Buurt,BU05180772,150103. Mayonnaise based spreads,7266
Wijk 08 Duindorp,Wijk,WK051808,150103. Mayonnaise based spreads,25699.6
Duindorp,Buurt,BU05180800,150103. Mayonnaise based spreads,25699.6
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,150103. Mayonnaise based spreads,60171.3
Statenkwartier,Buurt,BU05180907,150103. Mayonnaise based spreads,41000.4
Geuzenkwartier,Buurt,BU05180908,150103. Mayonnaise based spreads,19171.9
Wijk 10 Zorgvliet,Wijk,WK051810,150103. Mayonnaise based spreads,2282.3
Zorgvliet,Buurt,BU05181041,150103. Mayonnaise based spreads,2282.3
Wijk 11 Duinoord,Wijk,WK051811,150103. Mayonnaise based spreads,33510.8
Stadhoudersplantsoen,Buurt,BU05181142,150103. Mayonnaise based spreads,8523.4
Sweelinckplein en omgeving,Buurt,BU05181143,150103. Mayonnaise based spreads,24952.6
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,150103. Mayonnaise based spreads,64996.3
Bloemenbuurt-West,Buurt,BU05181250,150103. Mayonnaise based spreads,10349.7
Bloemenbuurt-Oost,Buurt,BU05181251,150103. Mayonnaise based spreads,28564.9
Bomenbuurt,Buurt,BU05181252,150103. Mayonnaise based spreads,26025.3
Wijk 13 Vogelwijk,Wijk,WK051813,150103. Mayonnaise based spreads,22482.6
Vogelwijk,Buurt,BU05181309,150103. Mayonnaise based spreads,22482.6
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,150103. Mayonnaise based spreads,23007.8
Bosjes van Pex,Buurt,BU05181481,150103. Mayonnaise based spreads,1812.9
Bohemen en Meer en Bos,Buurt,BU05181492,150103. Mayonnaise based spreads,21166
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,150103. Mayonnaise based spreads,10769.2
Ockenburgh,Buurt,BU05181590,150103. Mayonnaise based spreads,3504.1
Kijkduin,Buurt,BU05181591,150103. Mayonnaise based spreads,7171.6
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,150103. Mayonnaise based spreads,26535.6
Kraayenstein,Buurt,BU05181697,150103. Mayonnaise based spreads,26535.6
Wijk 17 Loosduinen,Wijk,WK051817,150103. Mayonnaise based spreads,80279.7
Kerketuinen en Zichtenburg,Buurt,BU05181785,150103. Mayonnaise based spreads,281
Houtwijk,Buurt,BU05181786,150103. Mayonnaise based spreads,57019.1
Kom Loosduinen,Buurt,BU05181795,150103. Mayonnaise based spreads,22915.2
Wijk 18 Waldeck,Wijk,WK051818,150103. Mayonnaise based spreads,78857.7
Waldeck-Zuid,Buurt,BU05181806,150103. Mayonnaise based spreads,9294.8
Nieuw Waldeck,Buurt,BU05181840,150103. Mayonnaise based spreads,31990.9
Rosenburg,Buurt,BU05181882,150103. Mayonnaise based spreads,13737.3
Componistenbuurt,Buurt,BU05181893,150103. Mayonnaise based spreads,8473.5
Waldeck-Noord,Buurt,BU05181894,150103. Mayonnaise based spreads,15167.7
Wijk 19 Vruchtenbuurt,Wijk,WK051819,150103. Mayonnaise based spreads,42835.5
Vruchtenbuurt,Buurt,BU05181953,150103. Mayonnaise based spreads,31026
Eykenduinen,Buurt,BU05181983,150103. Mayonnaise based spreads,11766.2
Wijk 20 Valkenboskwartier,Wijk,WK051820,150103. Mayonnaise based spreads,81313.1
Heesterbuurt,Buurt,BU05182054,150103. Mayonnaise based spreads,30037.5
Valkenboskwartier,Buurt,BU05182055,150103. Mayonnaise based spreads,51275.6
Wijk 21 Regentessekwartier,Wijk,WK051821,150103. Mayonnaise based spreads,60388.2
Rond de Energiecentrale,Buurt,BU05182110,150103. Mayonnaise based spreads,26670.5
Koningsplein en omgeving,Buurt,BU05182144,150103. Mayonnaise based spreads,33706.5
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,150103. Mayonnaise based spreads,53777
Zeeheldenkwartier,Buurt,BU05182245,150103. Mayonnaise based spreads,53777
Wijk 23 Willemspark,Wijk,WK051823,150103. Mayonnaise based spreads,7010.1
Willemspark,Buurt,BU05182347,150103. Mayonnaise based spreads,7010.1
Wijk 24 Haagse Bos,Wijk,WK051824,150103. Mayonnaise based spreads,2061.1
Haagse Bos,Buurt,BU05182449,150103. Mayonnaise based spreads,2061.1
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,150103. Mayonnaise based spreads,66005.9
Landen,Buurt,BU05182561,150103. Mayonnaise based spreads,22923
Kampen,Buurt,BU05182567,150103. Mayonnaise based spreads,11097.7
Marlot,Buurt,BU05182568,150103. Mayonnaise based spreads,3370.3
Burgen en Horsten,Buurt,BU05182569,150103. Mayonnaise based spreads,28412.9
Wijk 26 Bezuidenhout,Wijk,WK051826,150103. Mayonnaise based spreads,74396
Bezuidenhout-West,Buurt,BU05182664,150103. Mayonnaise based spreads,15123
Bezuidenhout-Midden,Buurt,BU05182665,150103. Mayonnaise based spreads,18481.2
Bezuidenhout-Oost,Buurt,BU05182666,150103. Mayonnaise based spreads,40671.9
Wijk 27 Stationsbuurt,Wijk,WK051827,150103. Mayonnaise based spreads,55240.4
Huygenspark,Buurt,BU05182718,150103. Mayonnaise based spreads,34596
Rivierenbuurt-Zuid,Buurt,BU05182762,150103. Mayonnaise based spreads,3994.6
Rivierenbuurt-Noord,Buurt,BU05182763,150103. Mayonnaise based spreads,16594.4
Wijk 28 Centrum,Wijk,WK051828,150103. Mayonnaise based spreads,91508.7
Kortenbos,Buurt,BU05182811,150103. Mayonnaise based spreads,33297.4
Voorhout,Buurt,BU05182812,150103. Mayonnaise based spreads,11306.8
Uilebomen,Buurt,BU05182813,150103. Mayonnaise based spreads,14660.9
Zuidwal,Buurt,BU05182814,150103. Mayonnaise based spreads,32154.7
Wijk 29 Schildersbuurt,Wijk,WK051829,150103. Mayonnaise based spreads,126224.8
Schildersbuurt-West,Buurt,BU05182915,150103. Mayonnaise based spreads,56998.7
Schildersbuurt-Noord,Buurt,BU05182916,150103. Mayonnaise based spreads,40232.4
Schildersbuurt-Oost,Buurt,BU05182917,150103. Mayonnaise based spreads,28935.3
Wijk 30 Transvaalkwartier,Wijk,WK051830,150103. Mayonnaise based spreads,66222.5
Transvaalkwartier-Noord,Buurt,BU05183032,150103. Mayonnaise based spreads,16424.9
