Name,Type,code,food,Amount per day
Statenkwartier,Buurt,BU05180907,1501. Savory Sauces,297156.6
Geuzenkwartier,Buurt,BU05180908,1501. Savory Sauces,136725.5
Wijk 10 Zorgvliet,Wijk,WK051810,1501. Savory Sauces,16559.8
Zorgvliet,Buurt,BU05181041,1501. Savory Sauces,16559.8
Wijk 11 Duinoord,Wijk,WK051811,1501. Savory Sauces,237238.3
Stadhoudersplantsoen,Buurt,BU05181142,1501. Savory Sauces,59854.9
Sweelinckplein en omgeving,Buurt,BU05181143,1501. Savory Sauces,177185.5
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,1501. Savory Sauces,467746.9
Bloemenbuurt-West,Buurt,BU05181250,1501. Savory Sauces,74480.3
Bloemenbuurt-Oost,Buurt,BU05181251,1501. Savory Sauces,205603.1
Bomenbuurt,Buurt,BU05181252,1501. Savory Sauces,187200
Wijk 13 Vogelwijk,Wijk,WK051813,1501. Savory Sauces,165235.5
Vogelwijk,Buurt,BU05181309,1501. Savory Sauces,165235.5
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,1501. Savory Sauces,158890.5
Bosjes van Pex,Buurt,BU05181481,1501. Savory Sauces,12784.4
Bohemen en Meer en Bos,Buurt,BU05181492,1501. Savory Sauces,145885.6
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,1501. Savory Sauces,76700.3
Ockenburgh,Buurt,BU05181590,1501. Savory Sauces,25520.7
Kijkduin,Buurt,BU05181591,1501. Savory Sauces,50592.9
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,1501. Savory Sauces,192680.1
Kraayenstein,Buurt,BU05181697,1501. Savory Sauces,192680.1
Wijk 17 Loosduinen,Wijk,WK051817,1501. Savory Sauces,590425.1
Kerketuinen en Zichtenburg,Buurt,BU05181785,1501. Savory Sauces,1962.1
Houtwijk,Buurt,BU05181786,1501. Savory Sauces,422880.1
Kom Loosduinen,Buurt,BU05181795,1501. Savory Sauces,165096.5
Wijk 18 Waldeck,Wijk,WK051818,1501. Savory Sauces,567646.4
Waldeck-Zuid,Buurt,BU05181806,1501. Savory Sauces,66940.1
Nieuw Waldeck,Buurt,BU05181840,1501. Savory Sauces,236169.9
Rosenburg,Buurt,BU05181882,1501. Savory Sauces,97463.8
Componistenbuurt,Buurt,BU05181893,1501. Savory Sauces,60493.5
Waldeck-Noord,Buurt,BU05181894,1501. Savory Sauces,105179
Wijk 19 Vruchtenbuurt,Wijk,WK051819,1501. Savory Sauces,310607.8
Vruchtenbuurt,Buurt,BU05181953,1501. Savory Sauces,226034.9
Eykenduinen,Buurt,BU05181983,1501. Savory Sauces,84232.3
Wijk 20 Valkenboskwartier,Wijk,WK051820,1501. Savory Sauces,594153.8
Heesterbuurt,Buurt,BU05182054,1501. Savory Sauces,220237.5
Valkenboskwartier,Buurt,BU05182055,1501. Savory Sauces,373916.3
Wijk 21 Regentessekwartier,Wijk,WK051821,1501. Savory Sauces,435349.5
Rond de Energiecentrale,Buurt,BU05182110,1501. Savory Sauces,192066.8
Koningsplein en omgeving,Buurt,BU05182144,1501. Savory Sauces,243154.7
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,1501. Savory Sauces,383317.1
Zeeheldenkwartier,Buurt,BU05182245,1501. Savory Sauces,383317.1
Wijk 23 Willemspark,Wijk,WK051823,1501. Savory Sauces,48523.1
Willemspark,Buurt,BU05182347,1501. Savory Sauces,48523.1
Wijk 24 Haagse Bos,Wijk,WK051824,1501. Savory Sauces,14391.1
Haagse Bos,Buurt,BU05182449,1501. Savory Sauces,14391.1
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,1501. Savory Sauces,482501.5
Landen,Buurt,BU05182561,1501. Savory Sauces,168518.9
Kampen,Buurt,BU05182567,1501. Savory Sauces,80904.6
Marlot,Buurt,BU05182568,1501. Savory Sauces,25627
Burgen en Horsten,Buurt,BU05182569,1501. Savory Sauces,206095.5
Wijk 26 Bezuidenhout,Wijk,WK051826,1501. Savory Sauces,531666.3
Bezuidenhout-West,Buurt,BU05182664,1501. Savory Sauces,110228.7
Bezuidenhout-Midden,Buurt,BU05182665,1501. Savory Sauces,133781.8
Bezuidenhout-Oost,Buurt,BU05182666,1501. Savory Sauces,286828.7
Wijk 27 Stationsbuurt,Wijk,WK051827,1501. Savory Sauces,408526.7
Huygenspark,Buurt,BU05182718,1501. Savory Sauces,257063.9
Rivierenbuurt-Zuid,Buurt,BU05182762,1501. Savory Sauces,28730.6
Rivierenbuurt-Noord,Buurt,BU05182763,1501. Savory Sauces,122255.5
Wijk 28 Centrum,Wijk,WK051828,1501. Savory Sauces,652132.1
Kortenbos,Buurt,BU05182811,1501. Savory Sauces,238483
Voorhout,Buurt,BU05182812,1501. Savory Sauces,79460.9
Uilebomen,Buurt,BU05182813,1501. Savory Sauces,104942.3
Zuidwal,Buurt,BU05182814,1501. Savory Sauces,228462
Wijk 29 Schildersbuurt,Wijk,WK051829,1501. Savory Sauces,1021713.4
Schildersbuurt-West,Buurt,BU05182915,1501. Savory Sauces,461244.3
Schildersbuurt-Noord,Buurt,BU05182916,1501. Savory Sauces,325162.5
Schildersbuurt-Oost,Buurt,BU05182917,1501. Savory Sauces,234873.2
Wijk 30 Transvaalkwartier,Wijk,WK051830,1501. Savory Sauces,538937.2
Transvaalkwartier-Noord,Buurt,BU05183032,1501. Savory Sauces,131546
Transvaalkwartier-Midden,Buurt,BU05183033,1501. Savory Sauces,165540.6
Transvaalkwartier-Zuid,Buurt,BU05183034,1501. Savory Sauces,241250.5
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,1501. Savory Sauces,620147.6
Rustenburg,Buurt,BU05183130,1501. Savory Sauces,203834.1
Oostbroek-Noord,Buurt,BU05183131,1501. Savory Sauces,149865.1
Oostbroek-Zuid,Buurt,BU05183135,1501. Savory Sauces,265970.2
Wijk 32 Leyenburg,Wijk,WK051832,1501. Savory Sauces,497063.3
Leyenburg,Buurt,BU05183284,1501. Savory Sauces,497063.3
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,1501. Savory Sauces,942726.3
"Venen, Oorden en Raden",Buurt,BU05183387,1501. Savory Sauces,281843.5
"Zijden, Steden en Zichten",Buurt,BU05183396,1501. Savory Sauces,258720.6
Dreven en Gaarden,Buurt,BU05183398,1501. Savory Sauces,354965.3
De Uithof,Buurt,BU05183399,1501. Savory Sauces,46092.3
Wijk 34 Morgenstond,Wijk,WK051834,1501. Savory Sauces,627184.7
Morgenstond-Zuid,Buurt,BU05183480,1501. Savory Sauces,196658.3
Morgenstond-West,Buurt,BU05183488,1501. Savory Sauces,243934.6
Morgenstond-Oost,Buurt,BU05183489,1501. Savory Sauces,185907.5
Wijk 35 Zuiderpark,Wijk,WK051835,1501. Savory Sauces,5032.6
Zuiderpark,Buurt,BU05183536,1501. Savory Sauces,5032.6
Wijk 36 Moerwijk,Wijk,WK051836,1501. Savory Sauces,699827.6
Moerwijk-Oost,Buurt,BU05183620,1501. Savory Sauces,109078.6
Moerwijk-West,Buurt,BU05183637,1501. Savory Sauces,206310.1
Moerwijk-Noord,Buurt,BU05183638,1501. Savory Sauces,231757.6
Moerwijk-Zuid,Buurt,BU05183639,1501. Savory Sauces,152012.2
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,1501. Savory Sauces,176120.4
Groente- en Fruitmarkt,Buurt,BU05183721,1501. Savory Sauces,176120.4
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,1501. Savory Sauces,1384925.8
Laakhaven-Oost,Buurt,BU05183819,1501. Savory Sauces,133898.5
Laakhaven-West,Buurt,BU05183822,1501. Savory Sauces,182735.8
Spoorwijk,Buurt,BU05183823,1501. Savory Sauces,141682.6
Laakkwartier-West,Buurt,BU05183824,1501. Savory Sauces,270460.6
Laakkwartier-Oost,Buurt,BU05183825,1501. Savory Sauces,376535.8
Noordpolderbuurt,Buurt,BU05183826,1501. Savory Sauces,277716.7
Wijk 39 Binckhorst,Wijk,WK051839,1501. Savory Sauces,68626.6
Binckhorst,Buurt,BU05183960,1501. Savory Sauces,68626.6
Wijk 40 Wateringse Veld,Wijk,WK051840,1501. Savory Sauces,706411.1
Erasmus Veld,Buurt,BU05184001,1501. Savory Sauces,70040.4
Hoge Veld,Buurt,BU05184002,1501. Savory Sauces,272485.2
Parkbuurt oosteinde,Buurt,BU05184003,1501. Savory Sauces,113122.8
Lage Veld,Buurt,BU05184004,1501. Savory Sauces,139016.4
Zonne Veld,Buurt,BU05184005,1501. Savory Sauces,110124.1
Wijk 41 Hoornwijk,Wijk,WK051841,1501. Savory Sauces,9840.7
Vlietzoom-West,Buurt,BU05184106,1501. Savory Sauces,5307.8
De Reef,Buurt,BU05184110,1501. Savory Sauces,4159.2
Wijk 42 Ypenburg,Wijk,WK051842,1501. Savory Sauces,856950.2
Bosweide,Buurt,BU05184208,1501. Savory Sauces,64540.5
De Venen,Buurt,BU05184211,1501. Savory Sauces,55312
Morgenweide,Buurt,BU05184212,1501. Savory Sauces,225278.4
Singels,Buurt,BU05184213,1501. Savory Sauces,178485.8
Waterbuurt,Buurt,BU05184214,1501. Savory Sauces,150885.4
De Bras,Buurt,BU05184215,1501. Savory Sauces,180733.3
Wijk 43 Forepark,Wijk,WK051843,1501. Savory Sauces,3883.4
Vlietzoom-Oost,Buurt,BU05184316,1501. Savory Sauces,3250.1
De Rivieren,Buurt,BU05184317,1501. Savory Sauces,564.6
Wijk 44 Leidschenveen,Wijk,WK051844,1501. Savory Sauces,657387.1
De Lanen,Buurt,BU05184418,1501. Savory Sauces,163757.1
De Velden,Buurt,BU05184419,1501. Savory Sauces,135424.7
De Vissen,Buurt,BU05184420,1501. Savory Sauces,272529.1
Rietbuurt,Buurt,BU05184421,1501. Savory Sauces,84839.9
Wijk 02 Belgisch Park,Wijk,WK051802,150100. Other and mixed sauces,108103.5
Belgisch Park,Buurt,BU05180271,150100. Other and mixed sauces,108103.5
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,150100. Other and mixed sauces,24879.4
Westbroekpark,Buurt,BU05180373,150100. Other and mixed sauces,11201.5
Duttendel,Buurt,BU05180374,150100. Other and mixed sauces,13567.8
Wijk 04 Benoordenhout,Wijk,WK051804,150100. Other and mixed sauces,167371.3
Nassaubuurt,Buurt,BU05180448,150100. Other and mixed sauces,19751.9
Uilennest,Buurt,BU05180475,150100. Other and mixed sauces,26109.5
Duinzigt,Buurt,BU05180476,150100. Other and mixed sauces,31142.3
Waalsdorp,Buurt,BU05180477,150100. Other and mixed sauces,45543.6
Arendsdorp,Buurt,BU05180478,150100. Other and mixed sauces,15749.3
Van Hoytemastraat en omgeving,Buurt,BU05180479,150100. Other and mixed sauces,28323
Wijk 05 Archipelbuurt,Wijk,WK051805,150100. Other and mixed sauces,76980.4
Archipelbuurt,Buurt,BU05180546,150100. Other and mixed sauces,76980.4
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,150100. Other and mixed sauces,9419.1
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,150100. Other and mixed sauces,9419.1
Wijk 07 Scheveningen,Wijk,WK051807,150100. Other and mixed sauces,236480.5
Oud Scheveningen,Buurt,BU05180701,150100. Other and mixed sauces,40318.3
Vissershaven,Buurt,BU05180702,150100. Other and mixed sauces,48015
Scheveningen Badplaats,Buurt,BU05180703,150100. Other and mixed sauces,73833.5
Visserijbuurt,Buurt,BU05180704,150100. Other and mixed sauces,52053
Rijslag,Buurt,BU05180772,150100. Other and mixed sauces,21825
Wijk 08 Duindorp,Wijk,WK051808,150100. Other and mixed sauces,83371.8
Duindorp,Buurt,BU05180800,150100. Other and mixed sauces,83371.8
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,150100. Other and mixed sauces,176272.2
Statenkwartier,Buurt,BU05180907,150100. Other and mixed sauces,120554.8
Geuzenkwartier,Buurt,BU05180908,150100. Other and mixed sauces,55683.1
Wijk 10 Zorgvliet,Wijk,WK051810,150100. Other and mixed sauces,6971.7
Zorgvliet,Buurt,BU05181041,150100. Other and mixed sauces,6971.7
Wijk 11 Duinoord,Wijk,WK051811,150100. Other and mixed sauces,95609.9
Stadhoudersplantsoen,Buurt,BU05181142,150100. Other and mixed sauces,24118.1
Sweelinckplein en omgeving,Buurt,BU05181143,150100. Other and mixed sauces,71400.9
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,150100. Other and mixed sauces,191824.6
Bloemenbuurt-West,Buurt,BU05181250,150100. Other and mixed sauces,30550.3
Bloemenbuurt-Oost,Buurt,BU05181251,150100. Other and mixed sauces,84276.4
Bomenbuurt,Buurt,BU05181252,150100. Other and mixed sauces,76810.2
Wijk 13 Vogelwijk,Wijk,WK051813,150100. Other and mixed sauces,66665.8
Vogelwijk,Buurt,BU05181309,150100. Other and mixed sauces,66665.8
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,150100. Other and mixed sauces,65186.3
Bosjes van Pex,Buurt,BU05181481,150100. Other and mixed sauces,5232.1
Bohemen en Meer en Bos,Buurt,BU05181492,150100. Other and mixed sauces,59861.2
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,150100. Other and mixed sauces,31889.4
Ockenburgh,Buurt,BU05181590,150100. Other and mixed sauces,10590.7
Kijkduin,Buurt,BU05181591,150100. Other and mixed sauces,21043.9
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,150100. Other and mixed sauces,79699
Kraayenstein,Buurt,BU05181697,150100. Other and mixed sauces,79699
Wijk 17 Loosduinen,Wijk,WK051817,150100. Other and mixed sauces,247339.9
Kerketuinen en Zichtenburg,Buurt,BU05181785,150100. Other and mixed sauces,855.6
Houtwijk,Buurt,BU05181786,150100. Other and mixed sauces,176955.4
Kom Loosduinen,Buurt,BU05181795,150100. Other and mixed sauces,69327
Wijk 18 Waldeck,Wijk,WK051818,150100. Other and mixed sauces,237637.1
Waldeck-Zuid,Buurt,BU05181806,150100. Other and mixed sauces,27994.2
Nieuw Waldeck,Buurt,BU05181840,150100. Other and mixed sauces,98490.1
Rosenburg,Buurt,BU05181882,150100. Other and mixed sauces,40966.3
Componistenbuurt,Buurt,BU05181893,150100. Other and mixed sauces,25359
Waldeck-Noord,Buurt,BU05181894,150100. Other and mixed sauces,44234.2
Wijk 19 Vruchtenbuurt,Wijk,WK051819,150100. Other and mixed sauces,126896.9
Vruchtenbuurt,Buurt,BU05181953,150100. Other and mixed sauces,92238.2
Eykenduinen,Buurt,BU05181983,150100. Other and mixed sauces,34513.9
Wijk 20 Valkenboskwartier,Wijk,WK051820,150100. Other and mixed sauces,246700.8
Heesterbuurt,Buurt,BU05182054,150100. Other and mixed sauces,91290
Valkenboskwartier,Buurt,BU05182055,150100. Other and mixed sauces,155410.8
Wijk 21 Regentessekwartier,Wijk,WK051821,150100. Other and mixed sauces,179795.6
Rond de Energiecentrale,Buurt,BU05182110,150100. Other and mixed sauces,79384.5
Koningsplein en omgeving,Buurt,BU05182144,150100. Other and mixed sauces,100359.7
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,150100. Other and mixed sauces,158099.4
Zeeheldenkwartier,Buurt,BU05182245,150100. Other and mixed sauces,158099.4
Wijk 23 Willemspark,Wijk,WK051823,150100. Other and mixed sauces,19916.8
Willemspark,Buurt,BU05182347,150100. Other and mixed sauces,19916.8
Wijk 24 Haagse Bos,Wijk,WK051824,150100. Other and mixed sauces,6096.5
Haagse Bos,Buurt,BU05182449,150100. Other and mixed sauces,6096.5
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,150100. Other and mixed sauces,201470.9
Landen,Buurt,BU05182561,150100. Other and mixed sauces,70301.3
Kampen,Buurt,BU05182567,150100. Other and mixed sauces,33845.2
Marlot,Buurt,BU05182568,150100. Other and mixed sauces,10640
Burgen en Horsten,Buurt,BU05182569,150100. Other and mixed sauces,86102.1
Wijk 26 Bezuidenhout,Wijk,WK051826,150100. Other and mixed sauces,217781.2
Bezuidenhout-West,Buurt,BU05182664,150100. Other and mixed sauces,44863.1
Bezuidenhout-Midden,Buurt,BU05182665,150100. Other and mixed sauces,54702.2
Bezuidenhout-Oost,Buurt,BU05182666,150100. Other and mixed sauces,117869
Wijk 27 Stationsbuurt,Wijk,WK051827,150100. Other and mixed sauces,170375.2
Huygenspark,Buurt,BU05182718,150100. Other and mixed sauces,106975.3
Rivierenbuurt-Zuid,Buurt,BU05182762,150100. Other and mixed sauces,12089.2
Rivierenbuurt-Noord,Buurt,BU05182763,150100. Other and mixed sauces,51117.9
Wijk 28 Centrum,Wijk,WK051828,150100. Other and mixed sauces,271714.6
Kortenbos,Buurt,BU05182811,150100. Other and mixed sauces,99133.6
Voorhout,Buurt,BU05182812,150100. Other and mixed sauces,33305.5
Uilebomen,Buurt,BU05182813,150100. Other and mixed sauces,43704.3
Zuidwal,Buurt,BU05182814,150100. Other and mixed sauces,95259.9
Wijk 29 Schildersbuurt,Wijk,WK051829,150100. Other and mixed sauces,438495
Schildersbuurt-West,Buurt,BU05182915,150100. Other and mixed sauces,198022.4
Schildersbuurt-Noord,Buurt,BU05182916,150100. Other and mixed sauces,139550.7
Schildersbuurt-Oost,Buurt,BU05182917,150100. Other and mixed sauces,100740.4
Wijk 30 Transvaalkwartier,Wijk,WK051830,150100. Other and mixed sauces,231459.9
Transvaalkwartier-Noord,Buurt,BU05183032,150100. Other and mixed sauces,56581
Transvaalkwartier-Midden,Buurt,BU05183033,150100. Other and mixed sauces,71019.9
Transvaalkwartier-Zuid,Buurt,BU05183034,150100. Other and mixed sauces,103611.4
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,150100. Other and mixed sauces,262906
Rustenburg,Buurt,BU05183130,150100. Other and mixed sauces,86542.8
Oostbroek-Noord,Buurt,BU05183131,150100. Other and mixed sauces,63579
Oostbroek-Zuid,Buurt,BU05183135,150100. Other and mixed sauces,112587.3
Wijk 32 Leyenburg,Wijk,WK051832,150100. Other and mixed sauces,208734.2
Leyenburg,Buurt,BU05183284,150100. Other and mixed sauces,208734.2
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,150100. Other and mixed sauces,401699.6
"Venen, Oorden en Raden",Buurt,BU05183387,150100. Other and mixed sauces,120005.5
"Zijden, Steden en Zichten",Buurt,BU05183396,150100. Other and mixed sauces,110271
Dreven en Gaarden,Buurt,BU05183398,150100. Other and mixed sauces,151182.2
De Uithof,Buurt,BU05183399,150100. Other and mixed sauces,19773.8
Wijk 34 Morgenstond,Wijk,WK051834,150100. Other and mixed sauces,265861.5
Morgenstond-Zuid,Buurt,BU05183480,150100. Other and mixed sauces,83365.1
Morgenstond-West,Buurt,BU05183488,150100. Other and mixed sauces,103270.7
Morgenstond-Oost,Buurt,BU05183489,150100. Other and mixed sauces,78947.1
Wijk 35 Zuiderpark,Wijk,WK051835,150100. Other and mixed sauces,2129
Zuiderpark,Buurt,BU05183536,150100. Other and mixed sauces,2129
Wijk 36 Moerwijk,Wijk,WK051836,150100. Other and mixed sauces,297795.2
Moerwijk-Oost,Buurt,BU05183620,150100. Other and mixed sauces,46476.8
Moerwijk-West,Buurt,BU05183637,150100. Other and mixed sauces,87773.4
Moerwijk-Noord,Buurt,BU05183638,150100. Other and mixed sauces,98671.2
Moerwijk-Zuid,Buurt,BU05183639,150100. Other and mixed sauces,64602.5
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,150100. Other and mixed sauces,75020.2
Groente- en Fruitmarkt,Buurt,BU05183721,150100. Other and mixed sauces,75020.2
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,150100. Other and mixed sauces,586599
Laakhaven-Oost,Buurt,BU05183819,150100. Other and mixed sauces,56706.3
Laakhaven-West,Buurt,BU05183822,150100. Other and mixed sauces,77370.3
Spoorwijk,Buurt,BU05183823,150100. Other and mixed sauces,59758.5
Laakkwartier-West,Buurt,BU05183824,150100. Other and mixed sauces,114652.1
Laakkwartier-Oost,Buurt,BU05183825,150100. Other and mixed sauces,159715.4
Noordpolderbuurt,Buurt,BU05183826,150100. Other and mixed sauces,117591.4
Wijk 39 Binckhorst,Wijk,WK051839,150100. Other and mixed sauces,30061.8
Binckhorst,Buurt,BU05183960,150100. Other and mixed sauces,30061.8
Wijk 40 Wateringse Veld,Wijk,WK051840,150100. Other and mixed sauces,293070.9
Erasmus Veld,Buurt,BU05184001,150100. Other and mixed sauces,29238.5
Hoge Veld,Buurt,BU05184002,150100. Other and mixed sauces,112368.8
Parkbuurt oosteinde,Buurt,BU05184003,150100. Other and mixed sauces,47176
Lage Veld,Buurt,BU05184004,150100. Other and mixed sauces,57908.7
Zonne Veld,Buurt,BU05184005,150100. Other and mixed sauces,45701.8
Wijk 41 Hoornwijk,Wijk,WK051841,150100. Other and mixed sauces,4196.2
Vlietzoom-West,Buurt,BU05184106,150100. Other and mixed sauces,2233.7
De Reef,Buurt,BU05184110,150100. Other and mixed sauces,1802.7
Wijk 42 Ypenburg,Wijk,WK051842,150100. Other and mixed sauces,353827
Bosweide,Buurt,BU05184208,150100. Other and mixed sauces,26667.8
De Venen,Buurt,BU05184211,150100. Other and mixed sauces,22851.1
Morgenweide,Buurt,BU05184212,150100. Other and mixed sauces,93076.8
Singels,Buurt,BU05184213,150100. Other and mixed sauces,73969.8
Waterbuurt,Buurt,BU05184214,150100. Other and mixed sauces,62361
De Bras,Buurt,BU05184215,150100. Other and mixed sauces,74190.3
Wijk 43 Forepark,Wijk,WK051843,150100. Other and mixed sauces,1644.6
Vlietzoom-Oost,Buurt,BU05184316,150100. Other and mixed sauces,1382.9
De Rivieren,Buurt,BU05184317,150100. Other and mixed sauces,241.9
Wijk 44 Leidschenveen,Wijk,WK051844,150100. Other and mixed sauces,270894.5
De Lanen,Buurt,BU05184418,150100. Other and mixed sauces,67143.2
De Velden,Buurt,BU05184419,150100. Other and mixed sauces,56042.6
De Vissen,Buurt,BU05184420,150100. Other and mixed sauces,112705.1
Rietbuurt,Buurt,BU05184421,150100. Other and mixed sauces,34667.1
Wijk 02 Belgisch Park,Wijk,WK051802,150101. Tomato sauces,55752.9
Belgisch Park,Buurt,BU05180271,150101. Tomato sauces,55752.9
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,150101. Tomato sauces,13055.7
Westbroekpark,Buurt,BU05180373,150101. Tomato sauces,5838.3
Duttendel,Buurt,BU05180374,150101. Tomato sauces,7154
Wijk 04 Benoordenhout,Wijk,WK051804,150101. Tomato sauces,91337.8
Nassaubuurt,Buurt,BU05180448,150101. Tomato sauces,10805.3
Uilennest,Buurt,BU05180475,150101. Tomato sauces,13930.5
Duinzigt,Buurt,BU05180476,150101. Tomato sauces,16353.5
Waalsdorp,Buurt,BU05180477,150101. Tomato sauces,25454.7
Arendsdorp,Buurt,BU05180478,150101. Tomato sauces,8682.5
Van Hoytemastraat en omgeving,Buurt,BU05180479,150101. Tomato sauces,15773.4
Wijk 05 Archipelbuurt,Wijk,WK051805,150101. Tomato sauces,40732.1
Archipelbuurt,Buurt,BU05180546,150101. Tomato sauces,40732.1
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,150101. Tomato sauces,5034.5
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,150101. Tomato sauces,5034.5
Wijk 07 Scheveningen,Wijk,WK051807,150101. Tomato sauces,116759
Oud Scheveningen,Buurt,BU05180701,150101. Tomato sauces,19729.7
Vissershaven,Buurt,BU05180702,150101. Tomato sauces,23880.5
Scheveningen Badplaats,Buurt,BU05180703,150101. Tomato sauces,36366.5
Visserijbuurt,Buurt,BU05180704,150101. Tomato sauces,25797.6
Rijslag,Buurt,BU05180772,150101. Tomato sauces,10745
Wijk 08 Duindorp,Wijk,WK051808,150101. Tomato sauces,39842.5
Duindorp,Buurt,BU05180800,150101. Tomato sauces,39842.5
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,150101. Tomato sauces,93915.6
Statenkwartier,Buurt,BU05180907,150101. Tomato sauces,64576.7
Geuzenkwartier,Buurt,BU05180908,150101. Tomato sauces,29308.8
Wijk 10 Zorgvliet,Wijk,WK051810,150101. Tomato sauces,3322.5
Zorgvliet,Buurt,BU05181041,150101. Tomato sauces,3322.5
Wijk 11 Duinoord,Wijk,WK051811,150101. Tomato sauces,52103
Stadhoudersplantsoen,Buurt,BU05181142,150101. Tomato sauces,13074.6
Sweelinckplein en omgeving,Buurt,BU05181143,150101. Tomato sauces,38995.6
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,150101. Tomato sauces,98315.1
Bloemenbuurt-West,Buurt,BU05181250,150101. Tomato sauces,15656
Bloemenbuurt-Oost,Buurt,BU05181251,150101. Tomato sauces,43225.6
Bomenbuurt,Buurt,BU05181252,150101. Tomato sauces,39326.9
Wijk 13 Vogelwijk,Wijk,WK051813,150101. Tomato sauces,36479.3
Vogelwijk,Buurt,BU05181309,150101. Tomato sauces,36479.3
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,150101. Tomato sauces,32763.5
Bosjes van Pex,Buurt,BU05181481,150101. Tomato sauces,2686.2
Bohemen en Meer en Bos,Buurt,BU05181492,150101. Tomato sauces,30034.4
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,150101. Tomato sauces,15751.2
Ockenburgh,Buurt,BU05181590,150101. Tomato sauces,5342.3
Kijkduin,Buurt,BU05181591,150101. Tomato sauces,10305.9
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,150101. Tomato sauces,40105.2
Kraayenstein,Buurt,BU05181697,150101. Tomato sauces,40105.2
Wijk 17 Loosduinen,Wijk,WK051817,150101. Tomato sauces,119466.7
Kerketuinen en Zichtenburg,Buurt,BU05181785,150101. Tomato sauces,386.4
Houtwijk,Buurt,BU05181786,150101. Tomato sauces,86200.5
Kom Loosduinen,Buurt,BU05181795,150101. Tomato sauces,32774.2
Wijk 18 Waldeck,Wijk,WK051818,150101. Tomato sauces,113485.8
Waldeck-Zuid,Buurt,BU05181806,150101. Tomato sauces,13386.3
Nieuw Waldeck,Buurt,BU05181840,150101. Tomato sauces,48300.2
Rosenburg,Buurt,BU05181882,150101. Tomato sauces,19232.5
Componistenbuurt,Buurt,BU05181893,150101. Tomato sauces,11998.5
Waldeck-Noord,Buurt,BU05181894,150101. Tomato sauces,20271.3
Wijk 19 Vruchtenbuurt,Wijk,WK051819,150101. Tomato sauces,66183.7
Vruchtenbuurt,Buurt,BU05181953,150101. Tomato sauces,48358.4
Eykenduinen,Buurt,BU05181983,150101. Tomato sauces,17753.6
Wijk 20 Valkenboskwartier,Wijk,WK051820,150101. Tomato sauces,122996.9
Heesterbuurt,Buurt,BU05182054,150101. Tomato sauces,45730.4
Valkenboskwartier,Buurt,BU05182055,150101. Tomato sauces,77266.5
Wijk 21 Regentessekwartier,Wijk,WK051821,150101. Tomato sauces,91233
Rond de Energiecentrale,Buurt,BU05182110,150101. Tomato sauces,40206.5
Koningsplein en omgeving,Buurt,BU05182144,150101. Tomato sauces,50995.2
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,150101. Tomato sauces,80270.9
Zeeheldenkwartier,Buurt,BU05182245,150101. Tomato sauces,80270.9
Wijk 23 Willemspark,Wijk,WK051823,150101. Tomato sauces,10194.2
Willemspark,Buurt,BU05182347,150101. Tomato sauces,10194.2
Wijk 24 Haagse Bos,Wijk,WK051824,150101. Tomato sauces,2786.5
Haagse Bos,Buurt,BU05182449,150101. Tomato sauces,2786.5
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,150101. Tomato sauces,98228.3
Landen,Buurt,BU05182561,150101. Tomato sauces,34480
Kampen,Buurt,BU05182567,150101. Tomato sauces,16434.7
Marlot,Buurt,BU05182568,150101. Tomato sauces,5392.6
