"id","long","lat","order","hole","piece","group","Name","ClothConsumption"
"100",76936.633,456124.639,4376,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77762.708,456900.175,4176,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77480.024,455931.517,4300,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77576.677,457135.434,4138,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77564.764,457121.836,4139,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77736.984,456909.69,4167,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76878.486,456125.249,4383,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77703.632,456173.282,4279,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77679.697,456151.995,4280,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77650,456125.557,4281,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77618.677,456097.069,4282,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77617.087,456095.732,4283,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77598.126,456078.484,4284,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77566.756,456048.777,4285,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78012.704,456466.556,4244,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78010.072,456464.12,4245,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78008.833,456464.103,4246,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78008.204,456464.901,4247,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77559.836,457115.862,4140,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78005.204,456461.029,4249,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78005.248,456459.784,4250,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78002.3,456457.106,4251,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76660.758,456164.314,4128,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77747.875,456899.231,4171,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77749.128,456900,4172,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77749.42,456900.179,4173,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77750.468,456900.834,4174,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77758.259,456906.578,4175,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77558.284,457150.527,4134,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77567.966,457143.903,4135,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77573.709,457140.667,4136,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78004.625,456461.643,4248,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77791.881,456859.902,4179,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77563.545,457113.119,4141,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76844.91,456127.423,4384,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76836.094,456127.033,4385,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76808.793,456132.476,4386,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76785.206,456137.64,4387,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77847.701,456309.654,4270,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77847.523,456309.292,4271,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77847.498,456309.257,4272,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77847.023,456308.604,4273,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77800.567,456261.592,4274,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77786.96,456248.517,4275,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77576.165,457137.731,4137,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77733.589,456200.036,4277,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77731.63,456198.259,4278,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77647.95,457056.11,4155,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77657.799,457042.552,4156,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77662.185,457035.383,4157,FALSE,"1","100.1","Duindorp",14.4220793776864
