"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2012","Slovenia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","363.7",""
"2012","Slovakia","Current prices, million euro","Total","40 732.8",""
"2012","Slovakia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","674.8",""
"2012","Finland","Current prices, million euro","Total","103 845.0",""
"2012","Finland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 833.0",""
"2012","Sweden","Current prices, million euro","Total","194 288.6",""
"2012","Sweden","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","3 853.6",""
"2012","United Kingdom","Current prices, million euro","Total","1 296 870.0",""
"2012","United Kingdom","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","18 261.9",""
"2012","Iceland","Current prices, million euro","Total","5 973.7",""
"2012","Iceland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","77.5",""
"2012","Norway","Current prices, million euro","Total","143 987.2",""
"2012","Norway","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","3 497.6",""
"2012","Switzerland","Current prices, million euro","Total","268 897.7",""
"2012","Switzerland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":","c"
"2012","Montenegro","Current prices, million euro","Total","3 245.0",""
"2012","Montenegro","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":","c"
"2012","North Macedonia","Current prices, million euro","Total","5 468.8",""
"2012","North Macedonia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","29.6",""
"2012","Albania","Current prices, million euro","Total","7 571.7",""
"2012","Albania","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":",""
"2012","Serbia","Current prices, million euro","Total","24 944.0",""
"2012","Serbia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","215.8",""
"2012","Turkey","Current prices, million euro","Total","441 308.5",""
"2012","Turkey","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":","c"
"2012","Bosnia and Herzegovina","Current prices, million euro","Total","11 809.4",""
"2012","Bosnia and Herzegovina","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Total","4 686.6",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","75.4",""
"2013","European Union - 27 countries (from 2020)","Current prices, million euro","Total","6 286 180.9",""
"2013","European Union - 27 countries (from 2020)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","115 227.1",""
"2013","European Union - 28 countries (2013-2020)","Current prices, million euro","Total","7 586 191.5",""
"2013","European Union - 28 countries (2013-2020)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","132 530.4",""
"2013","European Union - 15 countries (1995-2004)","Current prices, million euro","Total","6 939 660.8",""
"2013","European Union - 15 countries (1995-2004)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","124 278.5",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Total","5 410 610.4",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","102 053.3",""
"2013","Euro area - 19 countries  (from 2015)","Current prices, million euro","Total","5 446 405.9",""
"2013","Euro area - 19 countries  (from 2015)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","102 548.6",""
"2013","Euro area - 12 countries (2001-2006)","Current prices, million euro","Total","5 320 282.5",""
